,distance,lat,lon,place_id,status,time,geoid
4948,6197.969,37.7588346,-122.4192642,ChIJZ2skEjx-j4AR8cpJVeAqQck,OK,0,60750303022000
4949,6197.969,37.7588346,-122.4192642,ChIJZ2skEjx-j4AR8cpJVeAqQck,OK,0,60750303022000
4950,6817.132,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750303022006
4951,6817.132,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750303022006
4952,6278.57,37.7601098,-122.41942900000001,ChIJseTdhzx-j4ARwkmVZhFvNqE,OK,0,60750303022006
4953,4803.735,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750304002006
4954,4803.735,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750304002006
4955,6484.446,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750304002006
4956,4527.343,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750304001011
4957,4527.343,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750304001011
4958,5289.568,37.7588346,-122.4192642,ChIJZ2skEjx-j4AR8cpJVeAqQck,OK,0,60750304001011
4959,5453.674,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308004003
4960,5453.674,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308004003
4961,5230.005999999999,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750308004003
4962,4528.566,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750304001019
4963,4528.566,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750304001019
4964,6152.895,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750304001019
4965,5645.366999999999,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308001009
4966,5645.366999999999,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308001009
4967,4665.59,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750308001009
4968,4540.899,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750309005009
4969,4540.899,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750309005009
4970,6302.130999999999,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750309005009
4971,5552.751,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308002007
4972,5552.751,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308002007
4973,5089.835999999999,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750308002007
4974,5296.589,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750309001013
4975,5296.589,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750309001013
4976,5529.675,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750309001013
4977,6006.621,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308001007
4978,6006.621,37.706641600000005,-122.45866129999999,ChIJl2Q-tzx8j4AR7ny002BJ6V0,OK,0,60750308001007
4979,4978.0740000000005,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750308001007
4980,4291.124,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750306003009
4981,4291.124,37.748873700000004,-122.41794490000001,ChIJi3p0qUZ-j4AR1u8Ct3AELG4,OK,0,60750306003009
4982,5053.35,37.7588346,-122.4192642,ChIJZ2skEjx-j4AR8cpJVeAqQck,OK,0,60750306003009
4983,881.4,37.7643888,-122.41986399999999,ChIJdUDZciN-j4ARg-KKqwR6iQo,OK,0,60750177001043
4984,881.4,37.7643888,-122.41986399999999,ChIJdUDZciN-j4ARg-KKqwR6iQo,OK,0,60750177001043
4985,1072.353,37.7626968,-122.41936559999999,ChIJy4UyniN-j4AR3HAvTDsXtLs,OK,0,60750177001043
4986,1516.1789999999999,37.7785277,-122.41541289999999,ChIJz9keeZuAhYAReI6zGGarJ90,OK,0,60750177001056
4987,1516.1789999999999,37.7785277,-122.41541289999999,ChIJz9keeZuAhYAReI6zGGarJ90,OK,0,60750177001056
4988,1701.619,37.7643888,-122.41986399999999,ChIJdUDZciN-j4ARg-KKqwR6iQo,OK,0,60750177001056
4989,981.622,37.752683899999994,-122.40854669999999,ChIJ7TnlP0l-j4ARCfpOH2O75q0,OK,0,60750228011018
4990,981.622,37.752683899999994,-122.40854669999999,ChIJ7TnlP0l-j4ARCfpOH2O75q0,OK,0,60750228011018
4991,1311.582,37.752647100000004,-122.41348810000001,ChIJpU93zUd-j4ARZH1lnl6T0KM,OK,0,60750228011018
4992,1525.39,37.7643888,-122.41986399999999,ChIJdUDZciN-j4ARg-KKqwR6iQo,OK,0,60750177001061
4993,1399.005,37.7626968,-122.41936559999999,ChIJy4UyniN-j4AR3HAvTDsXtLs,OK,0,60750177001061
4994,1399.005,37.7626968,-122.41936559999999,ChIJy4UyniN-j4AR3HAvTDsXtLs,OK,0,60750177001061
4995,1399.4470000000001,37.7626968,-122.41936559999999,ChIJy4UyniN-j4AR3HAvTDsXtLs,OK,0,60750228021000
4996,1836.0629999999999,37.752683899999994,-122.40854669999999,ChIJ7TnlP0l-j4ARCfpOH2O75q0,OK,0,60750228021000
4997,1836.0629999999999,37.752683899999994,-122.40854669999999,ChIJ7TnlP0l-j4ARCfpOH2O75q0,OK,0,60750228021000
4998,1403.136,37.782275399999996,-122.41590590000001,ChIJRWZTfJqAhYARq21x_t0N6HY,OK,0,60750178011003
4999,1232.73,37.7837565,-122.4150774,ChIJixGqZZCAhYARGkTWw9oIyOU,OK,0,60750178011003
5000,1232.73,37.7837565,-122.4150774,ChIJixGqZZCAhYARGkTWw9oIyOU,OK,0,60750178011003
5001,1731.954,37.782275399999996,-122.41590590000001,ChIJRWZTfJqAhYARq21x_t0N6HY,OK,0,60750178021005
5002,1561.5479999999998,37.7837565,-122.4150774,ChIJixGqZZCAhYARGkTWw9oIyOU,OK,0,60750178021005
5003,1561.5479999999998,37.7837565,-122.4150774,ChIJixGqZZCAhYARGkTWw9oIyOU,OK,0,60750178021005
5004,1891.0279999999998,37.782275399999996,-122.41590590000001,ChIJRWZTfJqAhYARq21x_t0N6HY,OK,0,60750180002014
5005,1891.0279999999998,37.782275399999996,-122.41590590000001,ChIJRWZTfJqAhYARq21x_t0N6HY,OK,0,60750180002014
5006,1889.973,37.7785277,-122.41541289999999,ChIJz9keeZuAhYAReI6zGGarJ90,OK,0,60750180002014
5007,2150.087,37.782275399999996,-122.41590590000001,ChIJRWZTfJqAhYARq21x_t0N6HY,OK,0,60750180001026
5008,2149.033,37.7785277,-122.41541289999999,ChIJz9keeZuAhYAReI6zGGarJ90,OK,0,60750180001026
5009,2149.033,37.7785277,-122.41541289999999,ChIJz9keeZuAhYAReI6zGGarJ90,OK,0,60750180001026
